Date,Price,Open,High,Low,Vol.,Change %
5/24/19,106500,107000.0,109100.0,106500.0,605.65K,-2.38%
5/27/19,107700,107000.0,108100.0,106500.0,196.16K,1.13%
5/28/19,107900,108900.0,108900.0,107000.0,141.83K,0.19%
5/29/19,108700,107900.0,108900.0,107500.0,254.40K,0.74%
5/30/19,108100,108700.0,109100.0,108000.0,105.79K,-0.55%
5/31/19,104300,106500.0,107800.0,104300.0,370.42K,-3.52%
6/3/19,101400,102300.0,103000.0,99000.0,585.28K,-2.78%
6/4/19,102000,101400.0,103000.0,100000.0,187.50K,0.59%
6/5/19,102000,103500.0,103700.0,102000.0,100.40K,0.00%
6/6/19,99800,101000.0,101000.0,99800.0,343.36K,-2.16%
6/7/19,103000,101000.0,103000.0,99800.0,553.14K,3.21%
6/10/19,103500,104000.0,104600.0,103000.0,301.29K,0.49%
6/11/19,104000,103500.0,104100.0,102100.0,239.36K,0.48%
6/12/19,101500,103100.0,103400.0,101500.0,222.14K,-2.40%
6/13/19,101500,99900.0,102500.0,99600.0,277.92K,0.00%
6/14/19,102000,101500.0,102600.0,101500.0,181.50K,0.49%
6/17/19,101900,102000.0,102700.0,101100.0,117.83K,-0.10%
6/18/19,101500,101500.0,101900.0,101100.0,157.35K,-0.39%
6/19/19,103700,103600.0,103700.0,102400.0,177.54K,2.17%
6/20/19,104800,103700.0,105200.0,103000.0,326.02K,1.06%
6/21/19,105500,105500.0,106100.0,105000.0,194.28K,0.67%
6/24/19,104500,101000.0,105200.0,101000.0,141.49K,-0.95%
6/25/19,103500,103500.0,105000.0,103300.0,225.30K,-0.96%
6/26/19,104700,104500.0,105300.0,103900.0,150.00K,1.16%
6/27/19,98000,105300.0,105500.0,98000.0,219.48K,-6.40%
6/28/19,97500,102000.0,103600.0,97500.0,995.34K,-0.51%
7/1/19,103700,103000.0,103700.0,101600.0,357.23K,6.36%
7/2/19,103900,103900.0,104000.0,102800.0,199.80K,0.19%
7/3/19,103000,103000.0,103200.0,102100.0,200.83K,-0.87%
7/4/19,103200,103000.0,104000.0,103000.0,134.83K,0.19%
7/5/19,103600,103800.0,103800.0,103200.0,221.78K,0.39%
7/8/19,103000,103900.0,103900.0,102200.0,160.24K,-0.58%
7/9/19,104400,103000.0,104900.0,102600.0,224.91K,1.36%
7/10/19,105800,105000.0,105800.0,105000.0,406.98K,1.34%
7/11/19,106200,106800.0,107400.0,106200.0,198.38K,0.38%
7/12/19,105800,107200.0,107300.0,105400.0,166.77K,-0.38%
7/15/19,106000,105500.0,106300.0,105000.0,151.45K,0.19%
7/16/19,106400,106000.0,106500.0,105500.0,231.63K,0.38%
7/17/19,108900,105900.0,109000.0,105500.0,532.12K,2.35%
7/18/19,107200,108900.0,108900.0,107000.0,196.78K,-1.56%
7/19/19,106000,107500.0,107500.0,105800.0,299.33K,-1.12%
7/22/19,105500,105100.0,107100.0,105100.0,126.50K,-0.47%
7/23/19,107100,105500.0,108000.0,105500.0,165.22K,1.52%
7/24/19,106700,107300.0,108200.0,106600.0,133.00K,-0.37%
7/25/19,108000,106600.0,108500.0,106000.0,436.12K,1.22%
7/26/19,108000,108000.0,109000.0,107900.0,300.03K,0.00%
7/29/19,111000,108200.0,111000.0,107600.0,668.96K,2.78%
7/30/19,109000,111000.0,112500.0,109000.0,378.65K,-1.80%
7/31/19,109100,109000.0,110500.0,108600.0,126.56K,0.09%
8/1/19,108300,109900.0,109900.0,107800.0,235.09K,-0.73%
8/2/19,106000,106000.0,107100.0,105000.0,436.24K,-2.12%
8/5/19,104000,105600.0,106000.0,103900.0,343.31K,-1.89%
8/6/19,102000,101200.0,103000.0,100000.0,409.62K,-1.92%
8/7/19,100500,102900.0,103000.0,99900.0,217.06K,-1.47%
8/8/19,101000,100100.0,103500.0,99400.0,397.34K,0.50%
8/9/19,101300,101200.0,102500.0,101100.0,170.69K,0.30%
8/12/19,102000,102200.0,103000.0,102000.0,207.34K,0.69%
8/13/19,100000,101100.0,101800.0,99900.0,499.63K,-1.96%
8/14/19,100900,102500.0,102500.0,100500.0,163.97K,0.90%
8/15/19,100900,99000.0,100900.0,98700.0,266.47K,0.00%
8/16/19,100900,100800.0,101800.0,100600.0,373.20K,0.00%
8/19/19,100805,101003.0,101498.0,100013.0,177.90K,-0.09%
8/20/19,101993,101498.0,102290.0,101300.0,315.69K,1.18%
8/21/19,104172,102488.0,104667.0,102191.0,495.36K,2.14%
8/22/19,103578,104370.0,104370.0,102983.0,284.87K,-0.57%
8/23/19,102983,103974.0,103974.0,101894.0,293.26K,-0.57%
8/26/19,100508,101597.0,101993.0,100013.0,518.03K,-2.40%
8/27/19,100904,101795.0,101795.0,100508.0,150.75K,0.39%
8/28/19,101300,101003.0,102191.0,101003.0,106.94K,0.39%
8/29/19,100500,101000.0,101800.0,100500.0,205.17K,-0.79%
8/30/19,100600,100500.0,101600.0,100500.0,176.46K,0.10%
9/3/19,99800,100700.0,100700.0,97000.0,159.01K,-0.80%
9/4/19,100400,99800.0,100700.0,99800.0,235.15K,0.60%
9/5/19,100500,101500.0,102000.0,100400.0,109.84K,0.10%
9/6/19,100800,101500.0,101500.0,100400.0,70.56K,0.30%
9/9/19,100100,100200.0,101000.0,100100.0,100.28K,-0.69%
9/10/19,99300,100500.0,101000.0,98900.0,338.88K,-0.80%
9/11/19,98700,99300.0,99500.0,98500.0,170.96K,-0.60%
9/12/19,99300,99000.0,99900.0,98900.0,85.08K,0.61%
9/13/19,101000,99000.0,101700.0,99000.0,260.18K,1.71%
9/16/19,103400,104000.0,104100.0,102800.0,622.83K,2.38%
9/17/19,106900,104000.0,107000.0,103500.0,836.73K,3.38%
9/18/19,104000,106000.0,106000.0,103700.0,691.66K,-2.71%
9/19/19,103800,103000.0,103800.0,102900.0,266.30K,-0.19%
9/20/19,102800,103800.0,104700.0,102600.0,276.35K,-0.96%
9/23/19,103500,102800.0,104600.0,102800.0,257.33K,0.68%
9/24/19,103500,103900.0,104600.0,103000.0,229.57K,0.00%
9/25/19,102400,103000.0,103000.0,101700.0,216.42K,-1.06%
9/26/19,104000,102400.0,104300.0,101800.0,343.28K,1.56%
9/27/19,105000,104400.0,105900.0,104400.0,489.50K,0.96%
9/30/19,106300,105000.0,107500.0,105000.0,632.37K,1.24%
10/1/19,106200,106200.0,106500.0,105000.0,283.85K,-0.09%
10/2/19,103500,106000.0,106000.0,103200.0,450.59K,-2.54%
10/3/19,102000,103000.0,103000.0,101500.0,511.55K,-1.45%
10/4/19,100500,102000.0,102900.0,100500.0,595.64K,-1.47%
10/7/19,100700,101500.0,101500.0,100500.0,224.25K,0.20%
10/8/19,99900,100700.0,100900.0,99600.0,425.63K,-0.79%
10/9/19,100300,99900.0,101000.0,99700.0,201.05K,0.40%
10/10/19,101100,100300.0,101200.0,100300.0,173.87K,0.80%
10/11/19,102300,101200.0,103000.0,101200.0,212.84K,1.19%
10/14/19,102000,102900.0,103000.0,101600.0,217.56K,-0.29%
10/15/19,101200,102000.0,102000.0,101000.0,194.13K,-0.78%
10/16/19,101200,101200.0,101900.0,101100.0,147.01K,0.00%
10/17/19,101000,101300.0,101900.0,100500.0,247.85K,-0.20%
10/18/19,101000,101800.0,101800.0,100900.0,167.55K,0.00%
10/21/19,101200,101000.0,101900.0,100500.0,170.18K,0.20%
10/22/19,101400,101200.0,101700.0,101200.0,122.38K,0.20%
10/23/19,101200,101400.0,101600.0,101000.0,105.64K,-0.20%
10/24/19,102400,102000.0,102500.0,101800.0,150.78K,1.19%
10/25/19,102500,103000.0,103000.0,102000.0,254.77K,0.10%
10/28/19,102900,102700.0,103200.0,102500.0,217.56K,0.39%
10/29/19,102200,103000.0,103000.0,102200.0,127.26K,-0.68%
10/30/19,103200,102300.0,103300.0,101700.0,339.62K,0.98%
10/31/19,103500,103500.0,103800.0,102300.0,410.73K,0.29%
11/1/19,104500,102400.0,104800.0,102400.0,401.26K,0.97%
11/4/19,105500,105100.0,106500.0,105100.0,499.87K,0.96%
11/5/19,107000,105600.0,107200.0,105500.0,618.06K,1.42%
11/6/19,105800,107000.0,107000.0,105500.0,350.59K,-1.12%
11/7/19,106100,105500.0,106400.0,105100.0,175.98K,0.28%
11/8/19,105700,107000.0,107000.0,105600.0,224.32K,-0.38%
11/11/19,104300,105700.0,106000.0,104300.0,279.72K,-1.32%
11/12/19,105000,104100.0,105400.0,104000.0,177.25K,0.67%
11/13/19,105000,105000.0,105000.0,104100.0,179.70K,0.00%
11/14/19,106500,105000.0,107700.0,104900.0,645.35K,1.43%
11/15/19,108000,106500.0,108500.0,106000.0,568.17K,1.41%
11/18/19,108500,108500.0,109000.0,108300.0,505.95K,0.46%
11/19/19,107500,108000.0,108000.0,106900.0,283.98K,-0.92%
11/20/19,105000,107000.0,107100.0,105000.0,628.88K,-2.33%
11/21/19,104100,104000.0,106000.0,104000.0,390.20K,-0.86%
11/22/19,103100,105200.0,105400.0,101800.0,409.62K,-0.96%
11/25/19,103100,102700.0,104000.0,102400.0,211.82K,0.00%
11/26/19,102000,103800.0,103800.0,102000.0,252.67K,-1.07%
11/27/19,102000,102700.0,102700.0,101900.0,210.54K,0.00%
11/28/19,100800,102000.0,102600.0,100200.0,613.07K,-1.18%
11/29/19,100500,101400.0,101400.0,100400.0,183.13K,-0.30%
12/2/19,98000,101000.0,101400.0,96500.0,497.22K,-2.49%
12/3/19,97200,98000.0,98800.0,97000.0,299.98K,-0.82%
12/4/19,99300,97200.0,99500.0,96600.0,229.29K,2.16%
12/5/19,98000,100000.0,100000.0,97400.0,238.89K,-1.31%
12/6/19,98000,98000.0,99000.0,97000.0,89.24K,0.00%
12/9/19,99800,98000.0,99800.0,98000.0,255.03K,1.84%
12/10/19,97900,99900.0,99900.0,97300.0,241.39K,-1.90%
12/11/19,98100,97900.0,98500.0,97300.0,173.20K,0.20%
12/12/19,97900,98300.0,98300.0,97400.0,252.59K,-0.20%
12/13/19,98000,99000.0,99000.0,98000.0,211.52K,0.10%
12/16/19,98200,98000.0,99200.0,97900.0,169.40K,0.20%
12/17/19,97500,98600.0,98800.0,97500.0,179.39K,-0.71%
12/18/19,95500,97300.0,97800.0,95500.0,353.77K,-2.05%
12/19/19,95800,96000.0,96800.0,95600.0,288.33K,0.31%
12/20/19,96000,97100.0,97100.0,96000.0,193.02K,0.21%
12/23/19,95800,96500.0,96900.0,95500.0,382.06K,-0.21%
12/24/19,96300,95600.0,96400.0,95600.0,201.15K,0.52%
12/25/19,96900,96700.0,97400.0,96300.0,177.68K,0.62%
12/26/19,96200,97000.0,97300.0,96200.0,135.71K,-0.72%
12/27/19,97000,96700.0,97200.0,96100.0,150.26K,0.83%
12/30/19,96400,97000.0,97300.0,96400.0,224.74K,-0.62%
12/31/19,93700,96800.0,96800.0,93500.0,388.16K,-2.80%
1/2/20,94600,93700.0,95200.0,93700.0,141.26K,0.96%
1/3/20,94800,94600.0,96400.0,94600.0,218.98K,0.21%
1/6/20,97800,96700.0,98000.0,96200.0,431.09K,3.16%
1/7/20,97100,97700.0,97700.0,96300.0,142.80K,-0.72%
1/8/20,97000,98600.0,99000.0,97000.0,439.26K,-0.10%
1/9/20,95200,96000.0,96800.0,94800.0,320.98K,-1.86%
1/10/20,95900,95500.0,96000.0,95000.0,160.82K,0.74%
1/13/20,95300,95900.0,95900.0,94700.0,355.19K,-0.63%
1/14/20,94900,95200.0,96000.0,94900.0,166.85K,-0.42%
1/15/20,94000,95000.0,95000.0,93100.0,201.40K,-0.95%
1/16/20,93300,94000.0,94300.0,93000.0,508.39K,-0.74%
1/17/20,93200,93300.0,94200.0,92700.0,281.76K,-0.11%
1/20/20,93400,93200.0,93600.0,92900.0,134.18K,0.21%
1/21/20,94900,93400.0,94900.0,93400.0,180.96K,1.61%
1/22/20,94900,94900.0,95400.0,94300.0,162.79K,0.00%
1/30/20,92000,91000.0,93800.0,91000.0,379.94K,-3.06%
1/31/20,86500,91100.0,91700.0,86000.0,551.68K,-5.98%
2/3/20,83200,85000.0,85900.0,80600.0,565.98K,-3.82%
2/4/20,82000,84900.0,85000.0,82000.0,376.40K,-1.44%
2/5/20,81600,83000.0,84000.0,80600.0,290.23K,-0.49%
2/6/20,85900,81600.0,85900.0,81600.0,253.87K,5.27%
2/7/20,86000,85900.0,87000.0,85000.0,299.43K,0.12%
